,IUI Number,Date,IUI ART Number,ICI Number,ICI ART Number,ID
6484,10.0,2022-03-18,10.0,0.0,0.0,4929
6836,10.0,2022-03-19,10.0,0.0,0.0,4929
7188,10.0,2022-03-20,10.0,0.0,0.0,4929
7541,10.0,2022-03-21,10.0,0.0,0.0,4929
7892,10.0,2022-03-22,10.0,0.0,0.0,4929
8244,10.0,2022-03-23,10.0,0.0,0.0,4929
8595,10.0,2022-03-24,10.0,0.0,0.0,4929
8944,10.0,2022-03-25,10.0,0.0,0.0,4929
9301,10.0,2022-03-26,10.0,0.0,0.0,4929
9652,10.0,2022-03-27,10.0,0.0,0.0,4929
10006,10.0,2022-03-28,10.0,0.0,0.0,4929
10359,10.0,2022-03-29,10.0,0.0,0.0,4929
10712,10.0,2022-03-30,10.0,0.0,0.0,4929
11063,10.0,2022-03-31,10.0,0.0,0.0,4929
11415,10.0,2022-04-01,10.0,0.0,0.0,4929
11763,10.0,2022-04-02,10.0,0.0,0.0,4929
12110,10.0,2022-04-03,10.0,0.0,0.0,4929
12458,10.0,2022-04-04,10.0,0.0,0.0,4929
12804,10.0,2022-04-05,10.0,0.0,0.0,4929
13149,10.0,2022-04-06,10.0,0.0,0.0,4929
13500,10.0,2022-04-07,10.0,0.0,0.0,4929
13856,10.0,2022-04-08,10.0,0.0,0.0,4929
14206,10.0,2022-04-09,10.0,0.0,0.0,4929
14560,10.0,2022-04-10,10.0,0.0,0.0,4929
14917,10.0,2022-04-11,10.0,0.0,0.0,4929
15272,10.0,2022-04-12,10.0,0.0,0.0,4929
15629,10.0,2022-04-13,10.0,0.0,0.0,4929
15980,10.0,2022-04-14,10.0,0.0,0.0,4929
16329,10.0,2022-04-15,10.0,0.0,0.0,4929
16678,10.0,2022-04-16,10.0,0.0,0.0,4929
17028,10.0,2022-04-17,10.0,0.0,0.0,4929
17377,10.0,2022-04-18,10.0,0.0,0.0,4929
17726,10.0,2022-04-19,10.0,0.0,0.0,4929
18079,10.0,2022-04-20,10.0,,,4929
18429,10.0,2022-04-21,10.0,,,4929
215,10.0,2022-02-28,1.0,0.0,0.0,4939
571,10.0,2022-03-01,1.0,0.0,0.0,4939
925,10.0,2022-03-02,1.0,0.0,0.0,4939
1283,10.0,2022-03-03,1.0,0.0,0.0,4939
1640,10.0,2022-03-04,1.0,0.0,0.0,4939
2000,10.0,2022-03-05,1.0,0.0,0.0,4939
2357,10.0,2022-03-06,1.0,0.0,0.0,4939
2716,10.0,2022-03-07,1.0,0.0,0.0,4939
3071,10.0,2022-03-08,1.0,0.0,0.0,4939
3430,10.0,2022-03-09,1.0,0.0,0.0,4939
3784,10.0,2022-03-10,1.0,0.0,0.0,4939
4135,10.0,2022-03-11,1.0,0.0,0.0,4939
4487,10.0,2022-03-12,1.0,0.0,0.0,4939
4838,10.0,2022-03-13,1.0,0.0,0.0,4939
5189,10.0,2022-03-14,1.0,0.0,0.0,4939
5542,10.0,2022-03-15,1.0,0.0,0.0,4939
5893,10.0,2022-03-16,1.0,0.0,0.0,4939
6246,10.0,2022-03-17,1.0,0.0,0.0,4939
6603,10.0,2022-03-18,1.0,0.0,0.0,4939
6955,10.0,2022-03-19,1.0,0.0,0.0,4939
7307,10.0,2022-03-20,1.0,0.0,0.0,4939
7660,10.0,2022-03-21,1.0,0.0,0.0,4939
8013,10.0,2022-03-22,1.0,0.0,0.0,4939
8363,10.0,2022-03-23,1.0,0.0,0.0,4939
8714,10.0,2022-03-24,1.0,0.0,0.0,4939
9066,10.0,2022-03-25,1.0,0.0,0.0,4939
9417,10.0,2022-03-26,1.0,0.0,0.0,4939
9770,10.0,2022-03-27,1.0,0.0,0.0,4939
10123,10.0,2022-03-28,1.0,0.0,0.0,4939
10473,10.0,2022-03-29,1.0,0.0,0.0,4939
10824,10.0,2022-03-30,1.0,0.0,0.0,4939
11174,10.0,2022-03-31,1.0,0.0,0.0,4939
11527,10.0,2022-04-01,1.0,0.0,0.0,4939
11873,10.0,2022-04-02,1.0,0.0,0.0,4939
12220,10.0,2022-04-03,1.0,0.0,0.0,4939
12567,10.0,2022-04-04,1.0,0.0,0.0,4939
12919,10.0,2022-04-05,1.0,0.0,0.0,4939
13264,9.0,2022-04-06,1.0,0.0,0.0,4939
13614,9.0,2022-04-07,1.0,0.0,0.0,4939
13966,8.0,2022-04-08,1.0,0.0,0.0,4939
14430,1.0,2022-04-09,1.0,0.0,0.0,4939
14806,0.0,2022-04-10,0.0,0.0,0.0,4939
15160,0.0,2022-04-11,0.0,0.0,0.0,4939
110,10.0,2022-02-28,10.0,0.0,0.0,4947
462,10.0,2022-03-01,10.0,0.0,0.0,4947
822,10.0,2022-03-02,10.0,0.0,0.0,4947
1177,10.0,2022-03-03,10.0,0.0,0.0,4947
1534,10.0,2022-03-04,10.0,0.0,0.0,4947
1889,10.0,2022-03-05,10.0,0.0,0.0,4947
2245,10.0,2022-03-06,10.0,0.0,0.0,4947
2603,10.0,2022-03-07,10.0,0.0,0.0,4947
2959,10.0,2022-03-08,10.0,0.0,0.0,4947
3313,10.0,2022-03-09,10.0,0.0,0.0,4947
3667,10.0,2022-03-10,10.0,0.0,0.0,4947
4021,10.0,2022-03-11,10.0,0.0,0.0,4947
4371,10.0,2022-03-12,10.0,0.0,0.0,4947
4721,10.0,2022-03-13,10.0,0.0,0.0,4947
5072,10.0,2022-03-14,10.0,0.0,0.0,4947
5428,10.0,2022-03-15,10.0,0.0,0.0,4947
5776,10.0,2022-03-16,10.0,0.0,0.0,4947
6124,10.0,2022-03-17,10.0,0.0,0.0,4947
6483,10.0,2022-03-18,10.0,0.0,0.0,4947
6835,10.0,2022-03-19,10.0,0.0,0.0,4947
7187,10.0,2022-03-20,10.0,0.0,0.0,4947
7540,10.0,2022-03-21,10.0,0.0,0.0,4947
7891,10.0,2022-03-22,10.0,0.0,0.0,4947
8243,10.0,2022-03-23,10.0,0.0,0.0,4947
8594,10.0,2022-03-24,10.0,0.0,0.0,4947
8943,10.0,2022-03-25,10.0,0.0,0.0,4947
9300,10.0,2022-03-26,10.0,0.0,0.0,4947
9651,10.0,2022-03-27,10.0,0.0,0.0,4947
10005,10.0,2022-03-28,10.0,0.0,0.0,4947
10358,10.0,2022-03-29,10.0,0.0,0.0,4947
10711,10.0,2022-03-30,10.0,0.0,0.0,4947
11062,10.0,2022-03-31,10.0,0.0,0.0,4947
11414,10.0,2022-04-01,10.0,0.0,0.0,4947
11762,10.0,2022-04-02,10.0,0.0,0.0,4947
12109,10.0,2022-04-03,10.0,0.0,0.0,4947
12457,10.0,2022-04-04,10.0,0.0,0.0,4947
12803,10.0,2022-04-05,10.0,0.0,0.0,4947
13148,10.0,2022-04-06,10.0,0.0,0.0,4947
13499,10.0,2022-04-07,10.0,0.0,0.0,4947
13855,10.0,2022-04-08,10.0,0.0,0.0,4947
14205,10.0,2022-04-09,10.0,0.0,0.0,4947
14559,10.0,2022-04-10,10.0,0.0,0.0,4947
14916,10.0,2022-04-11,10.0,0.0,0.0,4947
15271,10.0,2022-04-12,10.0,0.0,0.0,4947
15628,10.0,2022-04-13,10.0,0.0,0.0,4947
15979,10.0,2022-04-14,10.0,0.0,0.0,4947
16328,10.0,2022-04-15,10.0,0.0,0.0,4947
16677,10.0,2022-04-16,10.0,0.0,0.0,4947
17027,10.0,2022-04-17,10.0,0.0,0.0,4947
17376,10.0,2022-04-18,10.0,0.0,0.0,4947
17725,10.0,2022-04-19,10.0,0.0,0.0,4947
18078,10.0,2022-04-20,10.0,0.0,0.0,4947
18428,10.0,2022-04-21,10.0,0.0,0.0,4947
6274,7.0,2022-03-17,0.0,0.0,0.0,4951
6720,1.0,2022-03-18,0.0,0.0,0.0,4951
7072,1.0,2022-03-19,0.0,0.0,0.0,4951
7431,0.0,2022-03-20,0.0,0.0,0.0,4951
7784,0.0,2022-03-21,0.0,0.0,0.0,4951
14445,1.0,2022-04-09,0.0,0.0,0.0,4951
14800,1.0,2022-04-10,0.0,0.0,0.0,4951
15154,1.0,2022-04-11,0.0,0.0,0.0,4951
15514,0.0,2022-04-12,0.0,0.0,0.0,4951
328,1.0,2022-02-28,0.0,0.0,0.0,4969
686,1.0,2022-03-01,,,,4969
1045,1.0,2022-03-02,,,,4969
1402,1.0,2022-03-03,,,,4969
109,10.0,2022-02-28,10.0,0.0,0.0,4977
461,10.0,2022-03-01,10.0,0.0,0.0,4977
821,10.0,2022-03-02,10.0,0.0,0.0,4977
1176,10.0,2022-03-03,10.0,0.0,0.0,4977
1533,10.0,2022-03-04,10.0,0.0,0.0,4977
1888,10.0,2022-03-05,10.0,0.0,0.0,4977
2244,10.0,2022-03-06,10.0,0.0,0.0,4977
2602,10.0,2022-03-07,10.0,0.0,0.0,4977
2958,10.0,2022-03-08,10.0,0.0,0.0,4977
3312,10.0,2022-03-09,10.0,0.0,0.0,4977
3666,8.0,2022-03-10,10.0,0.0,0.0,4977
4020,8.0,2022-03-11,10.0,0.0,0.0,4977
4370,8.0,2022-03-12,10.0,0.0,0.0,4977
4720,6.0,2022-03-13,10.0,0.0,0.0,4977
5071,6.0,2022-03-14,10.0,0.0,0.0,4977
5427,6.0,2022-03-15,10.0,0.0,0.0,4977
5890,1.0,2022-03-16,10.0,0.0,0.0,4977
6242,1.0,2022-03-17,10.0,0.0,0.0,4977
6600,1.0,2022-03-18,10.0,0.0,0.0,4977
6952,1.0,2022-03-19,10.0,0.0,0.0,4977
7303,1.0,2022-03-20,10.0,0.0,0.0,4977
7656,1.0,2022-03-21,10.0,0.0,0.0,4977
8011,1.0,2022-03-22,8.0,0.0,0.0,4977
8393,0.0,2022-03-23,6.0,0.0,0.0,4977
8834,0.0,2022-03-24,1.0,0.0,0.0,4977
9184,0.0,2022-03-25,1.0,0.0,0.0,4977
9539,0.0,2022-03-26,1.0,0.0,0.0,4977
9892,0.0,2022-03-27,1.0,0.0,0.0,4977
10245,0.0,2022-03-28,1.0,0.0,0.0,4977
14444,1.0,2022-04-09,0.0,0.0,0.0,4977
14805,0.0,2022-04-10,0.0,0.0,0.0,4977
15159,0.0,2022-04-11,0.0,0.0,0.0,4977
15513,,2022-04-12,,,,4977
15867,,2022-04-13,,,,4977
16218,,2022-04-14,,,,4977
16568,,2022-04-15,,,,4977
16918,,2022-04-16,,,,4977
17268,,2022-04-17,,,,4977
17618,,2022-04-18,,,,4977
17969,,2022-04-19,,,,4977
18319,,2022-04-20,,,,4977
18669,,2022-04-21,,,,4977
209,10.0,2022-02-28,1.0,0.0,0.0,5003
565,10.0,2022-03-01,1.0,0.0,0.0,5003
919,10.0,2022-03-02,1.0,0.0,0.0,5003
1277,10.0,2022-03-03,1.0,0.0,0.0,5003
1636,10.0,2022-03-04,1.0,0.0,0.0,5003
1995,10.0,2022-03-05,1.0,0.0,0.0,5003
2352,10.0,2022-03-06,1.0,0.0,0.0,5003
2711,10.0,2022-03-07,1.0,0.0,0.0,5003
3067,10.0,2022-03-08,1.0,0.0,0.0,5003
3425,10.0,2022-03-09,1.0,0.0,0.0,5003
3781,10.0,2022-03-10,1.0,0.0,0.0,5003
4132,10.0,2022-03-11,1.0,0.0,0.0,5003
4484,10.0,2022-03-12,1.0,0.0,0.0,5003
4835,10.0,2022-03-13,1.0,0.0,0.0,5003
5186,10.0,2022-03-14,1.0,0.0,0.0,5003
5539,10.0,2022-03-15,1.0,0.0,0.0,5003
5889,10.0,2022-03-16,1.0,0.0,0.0,5003
6240,10.0,2022-03-17,1.0,0.0,0.0,5003
6598,10.0,2022-03-18,1.0,0.0,0.0,5003
6950,10.0,2022-03-19,1.0,0.0,0.0,5003
7301,10.0,2022-03-20,1.0,0.0,0.0,5003
7654,10.0,2022-03-21,1.0,0.0,0.0,5003
8009,10.0,2022-03-22,1.0,0.0,0.0,5003
8360,10.0,2022-03-23,1.0,0.0,0.0,5003
8711,10.0,2022-03-24,1.0,0.0,0.0,5003
9063,10.0,2022-03-25,1.0,0.0,0.0,5003
9415,10.0,2022-03-26,1.0,0.0,0.0,5003
9768,10.0,2022-03-27,1.0,0.0,0.0,5003
10121,10.0,2022-03-28,1.0,0.0,0.0,5003
10471,10.0,2022-03-29,1.0,0.0,0.0,5003
10822,10.0,2022-03-30,1.0,0.0,0.0,5003
11172,10.0,2022-03-31,1.0,0.0,0.0,5003
11525,10.0,2022-04-01,1.0,0.0,0.0,5003
11871,10.0,2022-04-02,1.0,0.0,0.0,5003
12218,10.0,2022-04-03,1.0,0.0,0.0,5003
12566,10.0,2022-04-04,1.0,0.0,0.0,5003
12917,10.0,2022-04-05,1.0,0.0,0.0,5003
13262,10.0,2022-04-06,1.0,0.0,0.0,5003
13612,10.0,2022-04-07,1.0,0.0,0.0,5003
13964,10.0,2022-04-08,1.0,0.0,0.0,5003
14311,10.0,2022-04-09,1.0,0.0,0.0,5003
14666,10.0,2022-04-10,1.0,0.0,0.0,5003
15022,10.0,2022-04-11,1.0,0.0,0.0,5003
15376,10.0,2022-04-12,1.0,0.0,0.0,5003
15733,10.0,2022-04-13,1.0,0.0,0.0,5003
16083,10.0,2022-04-14,1.0,0.0,0.0,5003
16434,10.0,2022-04-15,1.0,0.0,0.0,5003
16783,10.0,2022-04-16,1.0,0.0,0.0,5003
17133,10.0,2022-04-17,1.0,0.0,0.0,5003
17483,10.0,2022-04-18,1.0,0.0,0.0,5003
17833,10.0,2022-04-19,1.0,0.0,0.0,5003
18185,10.0,2022-04-20,1.0,0.0,0.0,5003
18535,10.0,2022-04-21,1.0,0.0,0.0,5003
106,10.0,2022-02-28,10.0,0.0,0.0,5011
459,10.0,2022-03-01,10.0,0.0,0.0,5011
819,10.0,2022-03-02,10.0,0.0,0.0,5011
1174,10.0,2022-03-03,10.0,0.0,0.0,5011
1532,10.0,2022-03-04,10.0,0.0,0.0,5011
1887,10.0,2022-03-05,10.0,0.0,0.0,5011
2243,10.0,2022-03-06,10.0,0.0,0.0,5011
2601,10.0,2022-03-07,10.0,0.0,0.0,5011
2956,10.0,2022-03-08,10.0,0.0,0.0,5011
3310,10.0,2022-03-09,10.0,0.0,0.0,5011
3665,10.0,2022-03-10,10.0,0.0,0.0,5011
4019,10.0,2022-03-11,10.0,0.0,0.0,5011
4369,10.0,2022-03-12,10.0,0.0,0.0,5011
4719,10.0,2022-03-13,10.0,0.0,0.0,5011
5070,10.0,2022-03-14,10.0,0.0,0.0,5011
5426,10.0,2022-03-15,10.0,0.0,0.0,5011
5774,10.0,2022-03-16,10.0,0.0,0.0,5011
6121,10.0,2022-03-17,10.0,0.0,0.0,5011
6481,10.0,2022-03-18,10.0,0.0,0.0,5011
6833,10.0,2022-03-19,10.0,0.0,0.0,5011
7185,10.0,2022-03-20,10.0,0.0,0.0,5011
7538,10.0,2022-03-21,10.0,0.0,0.0,5011
7889,10.0,2022-03-22,10.0,0.0,0.0,5011
8241,10.0,2022-03-23,10.0,0.0,0.0,5011
8592,10.0,2022-03-24,10.0,0.0,0.0,5011
8941,10.0,2022-03-25,10.0,0.0,0.0,5011
9299,10.0,2022-03-26,10.0,0.0,0.0,5011
9650,10.0,2022-03-27,10.0,0.0,0.0,5011
10004,10.0,2022-03-28,10.0,0.0,0.0,5011
10357,10.0,2022-03-29,10.0,0.0,0.0,5011
10710,10.0,2022-03-30,10.0,0.0,0.0,5011
11061,10.0,2022-03-31,10.0,,0.0,5011
11413,10.0,2022-04-01,10.0,,,5011
11761,10.0,2022-04-02,10.0,,,5011
12108,10.0,2022-04-03,10.0,,,5011
12456,10.0,2022-04-04,10.0,,,5011
12802,10.0,2022-04-05,10.0,,,5011
13147,10.0,2022-04-06,10.0,,,5011
13496,10.0,2022-04-07,10.0,,,5011
13854,10.0,2022-04-08,10.0,,,5011
14204,10.0,2022-04-09,10.0,,,5011
14558,10.0,2022-04-10,10.0,,,5011
14915,10.0,2022-04-11,10.0,,,5011
15270,10.0,2022-04-12,10.0,,,5011
15627,10.0,2022-04-13,10.0,,,5011
15978,10.0,2022-04-14,10.0,,,5011
16326,10.0,2022-04-15,10.0,,,5011
16676,10.0,2022-04-16,10.0,0.0,0.0,5011
17026,10.0,2022-04-17,10.0,0.0,0.0,5011
17375,10.0,2022-04-18,10.0,0.0,0.0,5011
17724,10.0,2022-04-19,10.0,0.0,0.0,5011
18077,10.0,2022-04-20,10.0,,,5011
18427,10.0,2022-04-21,10.0,,,5011
236,10.0,2022-02-28,0.0,0.0,0.0,5013
593,10.0,2022-03-01,0.0,0.0,0.0,5013
952,10.0,2022-03-02,0.0,0.0,0.0,5013
1309,10.0,2022-03-03,0.0,0.0,0.0,5013
1666,10.0,2022-03-04,0.0,0.0,0.0,5013
2025,10.0,2022-03-05,0.0,0.0,0.0,5013
2382,10.0,2022-03-06,0.0,0.0,0.0,5013
2740,10.0,2022-03-07,0.0,0.0,0.0,5013
3095,10.0,2022-03-08,0.0,0.0,0.0,5013
3455,10.0,2022-03-09,0.0,0.0,0.0,5013
3811,10.0,2022-03-10,0.0,0.0,0.0,5013
4161,10.0,2022-03-11,0.0,0.0,0.0,5013
4512,10.0,2022-03-12,0.0,0.0,0.0,5013
4864,10.0,2022-03-13,0.0,0.0,0.0,5013
5214,10.0,2022-03-14,0.0,0.0,0.0,5013
5567,10.0,2022-03-15,0.0,0.0,0.0,5013
5919,10.0,2022-03-16,0.0,0.0,0.0,5013
6267,10.0,2022-03-17,0.0,0.0,0.0,5013
6627,10.0,2022-03-18,0.0,0.0,0.0,5013
6979,10.0,2022-03-19,0.0,0.0,0.0,5013
7332,10.0,2022-03-20,0.0,0.0,0.0,5013
7685,10.0,2022-03-21,0.0,0.0,0.0,5013
8038,10.0,2022-03-22,0.0,0.0,0.0,5013
8387,10.0,2022-03-23,0.0,0.0,0.0,5013
8741,10.0,2022-03-24,0.0,0.0,0.0,5013
9092,10.0,2022-03-25,0.0,0.0,0.0,5013
9444,10.0,2022-03-26,0.0,0.0,0.0,5013
9798,10.0,2022-03-27,0.0,0.0,0.0,5013
10151,10.0,2022-03-28,0.0,0.0,0.0,5013
10502,10.0,2022-03-29,0.0,0.0,0.0,5013
10853,10.0,2022-03-30,0.0,0.0,0.0,5013
11203,10.0,2022-03-31,0.0,0.0,0.0,5013
11557,10.0,2022-04-01,0.0,0.0,0.0,5013
11902,10.0,2022-04-02,0.0,0.0,0.0,5013
12249,10.0,2022-04-03,0.0,0.0,0.0,5013
12596,10.0,2022-04-04,0.0,0.0,0.0,5013
12944,10.0,2022-04-05,0.0,0.0,0.0,5013
13289,10.0,2022-04-06,0.0,0.0,0.0,5013
13638,10.0,2022-04-07,0.0,0.0,0.0,5013
13992,10.0,2022-04-08,0.0,0.0,0.0,5013
14337,10.0,2022-04-09,0.0,0.0,0.0,5013
14694,10.0,2022-04-10,0.0,0.0,0.0,5013
15049,10.0,2022-04-11,0.0,0.0,0.0,5013
15406,10.0,2022-04-12,0.0,0.0,0.0,5013
15765,10.0,2022-04-13,0.0,0.0,0.0,5013
16114,10.0,2022-04-14,0.0,0.0,0.0,5013
16463,10.0,2022-04-15,0.0,0.0,0.0,5013
16812,10.0,2022-04-16,0.0,0.0,0.0,5013
17162,10.0,2022-04-17,0.0,0.0,0.0,5013
17512,10.0,2022-04-18,0.0,0.0,0.0,5013
17864,10.0,2022-04-19,0.0,0.0,0.0,5013
18215,10.0,2022-04-20,,,,5013
18568,10.0,2022-04-21,,,,5013
234,10.0,2022-02-28,0.0,0.0,0.0,5025
591,10.0,2022-03-01,0.0,0.0,0.0,5025
950,10.0,2022-03-02,0.0,0.0,0.0,5025
1307,10.0,2022-03-03,0.0,0.0,0.0,5025
1664,10.0,2022-03-04,0.0,0.0,0.0,5025
2023,10.0,2022-03-05,0.0,0.0,0.0,5025
2380,10.0,2022-03-06,0.0,0.0,0.0,5025
2738,10.0,2022-03-07,0.0,0.0,0.0,5025
3093,10.0,2022-03-08,0.0,0.0,0.0,5025
3453,10.0,2022-03-09,0.0,0.0,0.0,5025
3809,10.0,2022-03-10,0.0,0.0,0.0,5025
4159,10.0,2022-03-11,0.0,0.0,0.0,5025
4510,10.0,2022-03-12,0.0,0.0,0.0,5025
4862,10.0,2022-03-13,0.0,0.0,0.0,5025
5212,10.0,2022-03-14,0.0,0.0,0.0,5025
5565,10.0,2022-03-15,0.0,0.0,0.0,5025
5916,10.0,2022-03-16,0.0,0.0,0.0,5025
6265,10.0,2022-03-17,0.0,0.0,0.0,5025
6625,10.0,2022-03-18,0.0,0.0,0.0,5025
6977,10.0,2022-03-19,0.0,0.0,0.0,5025
7330,10.0,2022-03-20,0.0,0.0,0.0,5025
7683,10.0,2022-03-21,0.0,0.0,0.0,5025
8036,10.0,2022-03-22,0.0,0.0,0.0,5025
8385,10.0,2022-03-23,0.0,0.0,0.0,5025
8738,10.0,2022-03-24,0.0,0.0,0.0,5025
9089,10.0,2022-03-25,0.0,0.0,0.0,5025
9442,10.0,2022-03-26,0.0,0.0,0.0,5025
9796,10.0,2022-03-27,0.0,0.0,0.0,5025
10148,10.0,2022-03-28,0.0,0.0,0.0,5025
10500,10.0,2022-03-29,0.0,0.0,0.0,5025
10852,10.0,2022-03-30,0.0,0.0,0.0,5025
11202,10.0,2022-03-31,0.0,0.0,0.0,5025
11556,10.0,2022-04-01,0.0,0.0,0.0,5025
11900,10.0,2022-04-02,0.0,0.0,0.0,5025
12247,10.0,2022-04-03,0.0,0.0,0.0,5025
12594,10.0,2022-04-04,0.0,0.0,0.0,5025
12942,10.0,2022-04-05,0.0,0.0,0.0,5025
13287,10.0,2022-04-06,0.0,0.0,0.0,5025
13636,10.0,2022-04-07,0.0,0.0,0.0,5025
13990,10.0,2022-04-08,0.0,0.0,0.0,5025
14335,10.0,2022-04-09,0.0,0.0,0.0,5025
14692,10.0,2022-04-10,0.0,0.0,0.0,5025
15047,10.0,2022-04-11,0.0,0.0,0.0,5025
15403,10.0,2022-04-12,0.0,0.0,0.0,5025
15763,10.0,2022-04-13,0.0,0.0,0.0,5025
16112,10.0,2022-04-14,0.0,0.0,0.0,5025
16461,10.0,2022-04-15,0.0,0.0,0.0,5025
16810,10.0,2022-04-16,0.0,0.0,0.0,5025
17160,10.0,2022-04-17,0.0,0.0,0.0,5025
17510,10.0,2022-04-18,0.0,0.0,0.0,5025
17862,10.0,2022-04-19,0.0,0.0,0.0,5025
18214,10.0,2022-04-20,0.0,,0.0,5025
18566,10.0,2022-04-21,0.0,,0.0,5025
90,10.0,2022-02-28,10.0,1.0,0.0,5026
443,10.0,2022-03-01,10.0,1.0,0.0,5026
802,10.0,2022-03-02,10.0,1.0,0.0,5026
1158,10.0,2022-03-03,10.0,1.0,0.0,5026
1515,10.0,2022-03-04,10.0,1.0,0.0,5026
1870,10.0,2022-03-05,10.0,1.0,0.0,5026
2226,10.0,2022-03-06,10.0,1.0,0.0,5026
2584,10.0,2022-03-07,10.0,1.0,0.0,5026
2942,10.0,2022-03-08,10.0,1.0,0.0,5026
3295,10.0,2022-03-09,10.0,1.0,0.0,5026
3649,10.0,2022-03-10,10.0,1.0,0.0,5026
4002,10.0,2022-03-11,10.0,1.0,0.0,5026
4355,10.0,2022-03-12,10.0,1.0,0.0,5026
4704,10.0,2022-03-13,10.0,1.0,0.0,5026
5055,10.0,2022-03-14,10.0,1.0,0.0,5026
5411,10.0,2022-03-15,10.0,1.0,0.0,5026
5759,10.0,2022-03-16,10.0,1.0,0.0,5026
6107,10.0,2022-03-17,10.0,1.0,0.0,5026
6465,10.0,2022-03-18,10.0,1.0,0.0,5026
6817,10.0,2022-03-19,10.0,1.0,0.0,5026
7169,10.0,2022-03-20,10.0,1.0,0.0,5026
7522,10.0,2022-03-21,10.0,1.0,0.0,5026
7873,10.0,2022-03-22,10.0,1.0,0.0,5026
8227,10.0,2022-03-23,10.0,1.0,0.0,5026
8578,10.0,2022-03-24,10.0,1.0,0.0,5026
8928,10.0,2022-03-25,10.0,1.0,0.0,5026
9284,10.0,2022-03-26,10.0,1.0,0.0,5026
9636,10.0,2022-03-27,10.0,1.0,0.0,5026
9990,10.0,2022-03-28,10.0,1.0,0.0,5026
10345,10.0,2022-03-29,10.0,1.0,0.0,5026
10698,10.0,2022-03-30,10.0,1.0,0.0,5026
11049,10.0,2022-03-31,10.0,1.0,0.0,5026
11399,10.0,2022-04-01,10.0,1.0,0.0,5026
11747,10.0,2022-04-02,10.0,1.0,0.0,5026
12093,10.0,2022-04-03,10.0,1.0,0.0,5026
12441,10.0,2022-04-04,10.0,1.0,0.0,5026
12788,10.0,2022-04-05,10.0,1.0,0.0,5026
13132,10.0,2022-04-06,10.0,1.0,0.0,5026
13484,10.0,2022-04-07,10.0,1.0,0.0,5026
13841,10.0,2022-04-08,10.0,1.0,0.0,5026
14191,10.0,2022-04-09,10.0,1.0,0.0,5026
14545,10.0,2022-04-10,10.0,1.0,0.0,5026
14902,10.0,2022-04-11,10.0,1.0,0.0,5026
15256,10.0,2022-04-12,10.0,1.0,0.0,5026
15612,10.0,2022-04-13,10.0,1.0,0.0,5026
15962,10.0,2022-04-14,10.0,1.0,0.0,5026
16311,10.0,2022-04-15,10.0,1.0,0.0,5026
16662,10.0,2022-04-16,10.0,1.0,0.0,5026
17012,10.0,2022-04-17,10.0,1.0,0.0,5026
17362,10.0,2022-04-18,10.0,1.0,0.0,5026
17712,10.0,2022-04-19,10.0,1.0,0.0,5026
18065,10.0,2022-04-20,10.0,1.0,0.0,5026
18414,10.0,2022-04-21,10.0,1.0,0.0,5026
327,1.0,2022-02-28,0.0,0.0,0.0,5039
685,1.0,2022-03-01,0.0,0.0,0.0,5039
1044,1.0,2022-03-02,0.0,0.0,0.0,5039
1401,1.0,2022-03-03,0.0,0.0,0.0,5039
1759,1.0,2022-03-04,0.0,0.0,0.0,5039
2116,1.0,2022-03-05,0.0,0.0,0.0,5039
2473,1.0,2022-03-06,0.0,0.0,0.0,5039
2832,1.0,2022-03-07,0.0,0.0,0.0,5039
3190,1.0,2022-03-08,0.0,0.0,0.0,5039
3546,1.0,2022-03-09,0.0,0.0,0.0,5039
3901,1.0,2022-03-10,0.0,0.0,0.0,5039
4253,1.0,2022-03-11,0.0,0.0,0.0,5039
4604,1.0,2022-03-12,0.0,0.0,0.0,5039
4955,1.0,2022-03-13,0.0,0.0,0.0,5039
5306,1.0,2022-03-14,0.0,0.0,0.0,5039
5658,1.0,2022-03-15,0.0,0.0,0.0,5039
6009,1.0,2022-03-16,0.0,0.0,0.0,5039
6364,1.0,2022-03-17,0.0,0.0,0.0,5039
6718,1.0,2022-03-18,0.0,0.0,0.0,5039
7070,1.0,2022-03-19,0.0,0.0,0.0,5039
7423,1.0,2022-03-20,0.0,0.0,0.0,5039
7776,1.0,2022-03-21,0.0,0.0,0.0,5039
8130,1.0,2022-03-22,0.0,0.0,0.0,5039
8482,1.0,2022-03-23,0.0,0.0,0.0,5039
8832,1.0,2022-03-24,0.0,0.0,0.0,5039
9182,1.0,2022-03-25,0.0,0.0,0.0,5039
9537,1.0,2022-03-26,0.0,0.0,0.0,5039
9890,1.0,2022-03-27,0.0,0.0,0.0,5039
10243,1.0,2022-03-28,0.0,0.0,0.0,5039
10595,1.0,2022-03-29,0.0,0.0,0.0,5039
10948,1.0,2022-03-30,0.0,0.0,0.0,5039
11299,1.0,2022-03-31,0.0,0.0,0.0,5039
11647,1.0,2022-04-01,0.0,0.0,0.0,5039
11995,1.0,2022-04-02,0.0,0.0,0.0,5039
12343,1.0,2022-04-03,0.0,0.0,0.0,5039
12690,1.0,2022-04-04,0.0,0.0,0.0,5039
13037,1.0,2022-04-05,0.0,0.0,0.0,5039
13384,1.0,2022-04-06,0.0,0.0,0.0,5039
13735,1.0,2022-04-07,0.0,0.0,0.0,5039
14088,1.0,2022-04-08,0.0,0.0,0.0,5039
14441,1.0,2022-04-09,0.0,0.0,0.0,5039
